ISO3,t,x,y,z,dx,dy,dz
GRL,1990,0.2558173016358632,0.03734230748465818,4.26308970921164,0.005270068637415637,0.0012076260808964387,-0.00027527984617936596
GRL,1991,0.26108737027327883,0.03854993356555462,4.262814429365461,0.00420044790527796,0.0012907753515171705,0.010622714158635027
GRL,1992,0.2652878181785568,0.03984070891707179,4.273437143524096,0.0037987866744713106,0.0015517120373929466,-0.04819616980047048
GRL,1993,0.2690866048530281,0.041392420954464736,4.225240973723626,0.003466212679881786,0.0013099715273315812,0.03301547146377448
GRL,1994,0.2725528175329099,0.04270239248179632,4.2582564451874,0.00339709456209919,0.0013039223257096874,0.07751887634186616
GRL,1995,0.2759499120950091,0.044006314807506004,4.335775321529266,9.277878937880013e-5,0.0015270530885198932,-0.004905960869859172
GRL,1996,0.2760426908843879,0.0455333678960259,4.330869360659407,-0.00041435746186602174,0.0012371142573427557,-0.048800041736177135
GRL,1997,0.27562833342252185,0.04677048215336865,4.28206931892323,-0.0008590149573111105,0.001200589135241563,0.02961205720743809
GRL,1998,0.27476931846521074,0.047971071288610216,4.311681376130668,-0.0013411387675558162,0.001119934925666595,-0.00696852840052653
GRL,1999,0.2734281796976549,0.04909100621427681,4.3047128477301415,-0.002135085469696707,0.0006968650110788163,-0.025751807794717863
GRL,2000,0.2712930942279582,0.04978787122535563,4.278961039935424,-0.003710218111549868,0.0013849123823078818,0.00581967655101856
GRL,2001,0.26758287611640835,0.05117278360766351,4.284780716486442,-0.0040039511035772635,0.0009129463535774845,0.03030651869190315
GRL,2002,0.2635789250128311,0.052085729961240994,4.315087235178345,-0.004003405879435429,0.0007538459107443232,0.12371844957438682
GRL,2003,0.25957551913339566,0.05283957587198532,4.438805684752732,-0.004077823767293043,0.0009938571528906731,0.06676479628457166
GRL,2004,0.2554976953661026,0.05383343302487599,4.505570481037304,-0.004229506287448559,0.001177010885183509,0.006175590853876756
GRL,2005,0.25126818907865406,0.0550104439100595,4.511746071891181,-0.005712399309120542,0.002676458844296882,0.03796362901394357
GRL,2006,0.24555578976953352,0.05768690275435638,4.549709700905124,-0.005729620196895963,0.00274908084787457,0.049965385322365385
GRL,2007,0.23982616957263755,0.06043598360223095,4.5996750862274896,-0.005070233246020572,0.002690922456612281,0.047382881378319475
GRL,2008,0.23475593632661698,0.06312690605884323,4.647057967605809,-0.004258542563917028,0.0025149350932020115,0.005370578096655976
GRL,2009,0.23049739376269995,0.06564184115204524,4.652428545702465,-0.003438862016668154,0.001977915083782436,-0.006248403000081559
GRL,2010,0.2270585317460318,0.06761975623582768,4.646180142702383,-0.0044488559742068,0.00189293286792179,0.027641083191705107
GRL,2011,0.222609675771825,0.06951268910374947,4.6738212258940885,-0.003881648771403179,0.002066554321929037,-0.011659009841180179
GRL,2012,0.21872802700042182,0.07157924342567851,4.662162216052908,-0.0030860421059487886,0.001777854054380773,0.01485574416108637
GRL,2013,0.21564198489447303,0.07335709748005928,4.677017960213995,-0.0022738738898241684,0.0015213581074349641,0.026146330852334643
GRL,2014,0.21336811100464886,0.07487845558749424,4.703164291066329,-0.0012869507560241966,0.0011199726471274457,-0.05444962127791353
