x0,y0,xend,yend
0.0,0.0,-0.00012521640003735626,0.2624724870777607
0.004026845637583892,0.0,-0.0004694449896962046,0.26258146513790376
0.008053691275167784,0.0,-0.00020474049826879235,0.26249775636629963
0.012080536912751677,0.0,-0.00048644682275171135,0.2625869776917486
0.01610738255033557,0.0,-9.627973739849242e-5,0.26246360022761606
0.020134228187919462,0.0,-0.00018602474826364377,0.2624920170265107
0.024161073825503355,0.0,-0.00012863405493259664,0.26247393139157893
0.028187919463087248,0.0,-0.0004800462200180151,0.26258516457774717
0.03221476510067114,0.0,-1.7697219590380063e-5,0.26243898729433984
0.036241610738255034,0.0,-0.0004800823799105177,0.26258526282994504
0.040268456375838924,0.0,-5.097426377969358e-5,0.26244957574601957
0.04429530201342282,0.0,-0.00046747353332263046,0.2625813412244741
0.04832214765100671,0.0,-0.000504881537214589,0.2625932235357982
0.0523489932885906,0.0,-0.0001227469647977175,0.26247234169371875
0.056375838926174496,0.0,-0.0004680575179634146,0.2625816094610572
0.060402684563758385,0.0,-0.00031784070917845176,0.2625340737687298
0.06442953020134227,0.0,-0.00023091804215321244,0.2625065976432577
0.06845637583892618,0.0,-0.00017638361302045125,0.2624893726534853
0.07248322147651007,0.0,-0.00012867147870507494,0.26247430774308295
0.07651006711409396,0.0,-6.897466047560592e-5,0.2624554606696507
0.08053691275167785,0.0,-0.0005795758182116548,0.26261703692560057
0.08456375838926174,0.0,-0.0004742617075333853,0.26258367007023403
0.08859060402684564,0.0,-0.0003591908513618065,0.2625472394226195
0.09261744966442953,0.0,-0.0002617268943817333,0.26251640682543553
0.09664429530201342,0.0,-0.00022604857021678532,0.26250512730356357
0.10067114093959732,0.0,-0.00031548706039037514,0.2625334191368755
0.1046979865771812,0.0,-2.2461336201056023e-5,0.26244080687480015
0.10872483221476509,0.0,-4.4841322343629436e-5,0.2624478744527165
0.11275167785234899,0.0,-0.0005127278703480445,0.2625958763342807
0.11677852348993288,0.0,-0.0003922369664140893,0.2625577144621673
0.12080536912751677,0.0,-0.00044933722520444316,0.26257579566153894
0.12483221476510067,0.0,-0.0002810695508147985,0.262522535676392
0.12885906040268455,0.0,-9.279447177363155e-5,0.2624630214570088
0.13288590604026845,0.0,-9.658140030403481e-5,0.2624642177711848
0.13691275167785236,0.0,-0.0005082092845992587,0.26259444596971854
0.14093959731543623,0.0,-0.0003525815268562348,0.26254516287130897
0.14496644295302014,0.0,0.1448999847821234,-8.097162426008592e-7
0.148993288590604,0.0,0.14890791556836008,-3.91488344226854e-6
0.15302013422818792,0.0,0.15291846443797247,-6.6318635477055505e-6
0.15704697986577182,0.0,0.1569314136310499,-8.987018960835396e-6
0.1610738255033557,0.0,0.16094655857638607,-1.1005843712878942e-5
0.1651006711409396,0.0,0.1649637073625073,-1.2712964072260587e-5
