행정구역,성별,연령별,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년
인천광역시,여자,10세,18605,19692,20966,20581,19686,19286,18848,18451.5,17647.5,16646,16610,15889,14100,13535.5,13386,12587,12324,13276,13702.5,12979.5,12925.5,13368.5
인천광역시,여자,11세,18199,18583,19478.5,20682.5,20393,19683.5,19309,18889,18498.5,17622,16609,16660,15994.5,14177.5,13584,13409,12592.5,12294.5,13251,13673.5,12908,12893
인천광역시,여자,12세,17520,18011,18274,19167.5,20471.5,20298.5,19556.5,19248,18902.5,18435,17552,16628,16744,16087,14242,13607,13428.5,12591,12265.5,13225.5,13622,12896.5
인천광역시,여자,13세,17118,17426.5,17829.5,18058,19005,20414.5,20317,19580.5,19249,18858,18443,17651.5,16757.5,16860,16164.5,14293,13631,13427,12572.5,12257,13223.5,13628.5
인천광역시,여자,14세,17219.5,17093,17303.5,17651,17945,18957.5,20380,20372.5,19650.5,19254.5,18838,18473.5,17736,16833.5,16916.5,16206.5,14304,13612.5,13405,12563.5,12247,13212
인천광역시,여자,15세,17460,17235.5,17015.5,17186,17588.5,17957.5,18975,20390.5,20405.5,19699.5,19325,18925,18556.5,17810.5,16876,16956,16264,14338.5,13600,13409.5,12586.5,12267.5
인천광역시,여자,16세,18243.5,17438.5,17133.5,16884,17093.5,17566.5,17950.5,19021,20432,20407,19709,19355,18987,18608,17848.5,16913,16989.5,16299.5,14345.5,13588,13386,12583
인천광역시,여자,17세,19688,18231.5,17391,17037.5,16808,17092.5,17581,17985.5,19084.5,20447.5,20373.5,19731,19433.5,19068.5,18663,17881.5,16957.5,17023,16308,14347.5,13585.5,13398.5
인천광역시,여자,18세,20554,19696.5,18207.5,17303.5,16915.5,16736.5,17083.5,17610.5,18022,19008.5,20360.5,20394,19758,19450.5,19102.5,18691.5,17919.5,16989.5,17009.5,16257,14300.5,13597.5
인천광역시,여자,19세,20521,20664,19753.5,18126.5,17125,16782,16614.5,16959.5,17539,17861,18821.5,20267.5,20343.5,19721.5,19400,19048.5,18693,17867.5,16851.5,16893.5,16184.5,14307.5
인천광역시,여자,20세,19826,20611.5,20809.5,19824,18070,17113.5,16819,16699,17043,17538.5,17854,18900.5,20367,20441.5,19806.5,19424,19081.5,18721.5,17865,16842,16864,16170.5
인천광역시,여자,21세,18209.5,20145,20851,20906.5,19877,18151.5,17155.5,16898,16817,17098.5,17536.5,17938.5,19071.5,20495,20519,19873,19528,19173,18745.5,17932.5,16900.5,16857.5
인천광역시,여자,22세,17478.5,18645.5,20594,21167,21106.5,20088,18332,17380.5,17147,16947,17185.5,17678,18141,19297,20675,20643,20012.5,19657.5,19246,18858.5,17998.5,16926
인천광역시,여자,23세,17765.5,17893,19102.5,20944.5,21363.5,21269,20299.5,18587,17615.5,17304,17046,17333,17903.5,18398,19532,20892,20827.5,20193.5,19946,19645,19215.5,18277
인천광역시,여자,24세,18280,18300.5,18428.5,19381.5,21061,21511,21449,20548,18842.5,17781,17398,17128.5,17541.5,18143.5,18545,19651,21044,20976,20406.5,20190.5,19683.5,19131.5
인천광역시,여자,25세,19986.5,18764.5,18829,18721.5,19481,21218,21665,21673,20802,19004.5,17855.5,17485.5,17294.5,17696.5,18252.5,18553.5,19699,21181,21097,20484.5,20121.5,19580
인천광역시,여자,26세,21929.5,20397.5,19184.5,19082,18796,19503,21252.5,21882.5,22034.5,21012.5,19042,17926.5,17652,17508.5,17814.5,18230,18530.5,19662.5,21124.5,21092,20457.5,20110
인천광역시,여자,27세,23285.5,22387.5,20830.5,19444.5,19126.5,18889.5,19670,21501,22202.5,22214,21037,19103.5,18080.5,17866.5,17733.5,17930.5,18269.5,18542.5,19661.5,21080,20934.5,20323.5
인천광역시,여자,28세,24452,23726.5,22733,20972.5,19401.5,19253,19076,19920,21874,22395,22264.5,21225,19432,18347,17996,17751,17910.5,18184,18456,19569.5,20834.5,20756
인천광역시,여자,29세,25342.5,24715,23928.5,22807,20968.5,19577,19461.5,19417.5,20432,22125,22413.5,22492.5,21682,19797.5,18529.5,18069.5,17764.5,17891,18200.5,18400.5,19355,20763.5
인천광역시,여자,30세,26022,25499,24735,23834,22782,21140.5,19773,19844,19854,20644,22198.5,22684,22951.5,22094,20095.5,18679,18125,17748,17863,18124.5,18209.5,19235
인천광역시,여자,31세,27209,26046.5,25462,24607.5,23719,22920.5,21368,20107,20224.5,20087,20762.5,22548,23231.5,23431.5,22416,20253.5,18786.5,18164,17667,17713.5,17872,18150
인천광역시,여자,32세,27095.5,27131,25896,25220,24428,23871.5,23111,21626.5,20479.5,20438.5,20192,21142.5,23187,23779,23813.5,22574.5,20320.5,18801.5,18161,17660.5,17556.5,17842
인천광역시,여자,33세,25323,26908.5,26839.5,25600,24984,24490,24076,23372,21942.5,20633,20479.5,20460,21654.5,23709.5,24160.5,23999,22666,20299,18731.5,18116,17524,17499.5
인천광역시,여자,34세,25476.5,25197,26576.5,26451,25365,25015,24580.5,24308.5,23687,22110.5,20749.5,20856.5,21003,22054.5,23951,24299,24118.5,22678,20246.5,18673,17988,17560
인천광역시,여자,35세,26460.5,25247.5,24952.5,26280,26153.5,25342.5,25178.5,24820.5,24554,23833.5,22128,20961,21278.5,21304.5,22256.5,24112,24443,24224.5,22733.5,20244,18582,18000
인천광역시,여자,36세,25393.5,26218,24958,24574.5,25932.5,26107.5,25473,25364.5,24968,24643.5,23937.5,22392,21310.5,21565.5,21543,22444,24227.5,24376,24116.5,22724.5,20206.5,18651.5
인천광역시,여자,37세,25858,25191.5,25934.5,24604,24310,25904.5,26203,25604.5,25457.5,25028.5,24669,24114.5,22774.5,21606,21738,21615.5,22440,24097.5,24214,24030,22608.5,20200
인천광역시,여자,38세,27369.5,25687,24896.5,25515.5,24285,24166,25870.5,26280,25649.5,25457,25012.5,24807,24368,22945,21665,21701,21631,22403,24012.5,24150,23848.5,22539
인천광역시,여자,39세,27525,27210,25452.5,24501.5,25198,24185.5,24104,25936.5,26397,25648.5,25457.5,25167.5,25051,24566,23073.5,21766,21747.5,21560.5,22329.5,23992,24058,23810
인천광역시,여자,40세,26314.5,27375.5,26936,25108.5,24235.5,25105.5,24171.5,24129,25976.5,26423,25684,25624.5,25418,25247,24651.5,23093.5,21800,21736,21510,22249.5,23835,24009
인천광역시,여자,41세,23853,26167.5,27165.5,26619.5,24811,24135,25075.5,24151,24123.5,25966.5,26441,25817,25837,25610,25381,24702.5,23121,21779.5,21678,21475,22146,23821
인천광역시,여자,42세,22225.5,23764,25989,26826,26285,24653.5,24116,25150.5,24251.5,24152,25948.5,26542,26003.5,26001,25726.5,25460.5,24772,23153,21799.5,21695.5,21421.5,22125.5
인천광역시,여자,43세,20376,22148,23639,25691,26514.5,26131,24610,24159.5,25173.5,24210,24166,26018,26668.5,26122.5,26039,25776.5,25521.5,24772.5,23144.5,21782.5,21646,21442
인천광역시,여자,44세,19274,20339.5,22029,23329.5,25360,26355.5,26102.5,24633,24160.5,25155.5,24210,24224,26150,26859,26279.5,26137.5,25822,25493,24766.5,23167.5,21761.5,21641.5
인천광역시,여자,45세,17774,19243,20247,21845,23119.5,25233,26300,26190,24692,24130,25182,24297.5,24295.5,26183,26908,26327,26175,25865,25499,24733.5,23104.5,21745.5
인천광역시,여자,46세,14820.5,17743,19156,20062,21654.5,23000.5,25160,26284.5,26168,24674,24150,25245,24429.5,24425,26267,26950.5,26356,26209,25845.5,25431,24626.5,23079
인천광역시,여자,47세,14186.5,14794.5,17689.5,18990.5,19867,21557.5,22947.5,25122.5,26294,26167,24622.5,24126.5,25299.5,24510,24506,26337,26998.5,26369.5,26193,25799,25332,24613
인천광역시,여자,48세,12230.5,14199.5,14762,17544.5,18794.5,19738,21514,22972,25197.5,26326.5,26137,24670.5,24227.5,25382.5,24592,24574,26366,26944,26335.5,26211.5,25751.5,25340.5
인천광역시,여자,49세,10321.5,12280,14179,14639,17380.5,18682,19677.5,21513,22975.5,25202,26327.5,26169,24763,24348,25479,24614,24552.5,26348.5,26942,26326.5,26136.5,25701.5
인천광역시,여자,50세,11068,10328.5,12272.5,14077.5,14493,17290,18634,19699.5,21540,22949,25171.5,26422,26344,24896,24445,25512.5,24598.5,24534,26342,26903.5,26225,26080
인천광역시,여자,51세,11146,11061.5,10300.5,12166.5,13963.5,14435.5,17244,18643.5,19743.5,21544,22907.5,25237,26533.5,26357,24906,24471.5,25513,24559,24481.5,26317,26808.5,26132
인천광역시,여자,52세,11296,11104,11046.5,10253,12056,13875,14417,17292,18672,19699,21501,22964,25320.5,26572,26379.5,24919,24459.5,25462.5,24483,24394,26216.5,26771
인천광역시,여자,53세,10563.5,11280.5,11094,10967.5,10144,12006.5,13867,14456,17351.5,18722,19697.5,21546.5,23092.5,25430.5,26609,26348.5,24888,24409,25423.5,24461.5,24314,26165.5
인천광역시,여자,54세,8858,10574.5,11282.5,11045.5,10911,10122.5,11997.5,13919.5,14564.5,17406,18658.5,19702.5,21649.5,23200.5,25481,26573.5,26326.5,24866,24363.5,25378,24388.5,24251
인천광역시,여자,55세,8351.5,8838.5,10535,11186.5,10951.5,10884,10100.5,12025,13943.5,14533,17369,18715,19836.5,21753.5,23211.5,25423,26525,26267.5,24804,24279,25271,24342
인천광역시,여자,56세,8751.5,8347.5,8818,10471.5,11115.5,10910.5,10862.5,10136,12041.5,13959.5,14559,17411.5,18820.5,19931,21795,23205,25370,26488.5,26254.5,24761,24175,25144
인천광역시,여자,57세,9827.5,8729,8343,8775.5,10426,11122.5,10934,10922.5,10203,12064.5,13920.5,14563,17514,18920,19985,21784,23139.5,25297,26455,26181.5,24623.5,24129.5
인천광역시,여자,58세,9937.5,9858.5,8729,8312,8751.5,10423,11119,10965,10933.5,10185.5,12087.5,13984,14639.5,17603.5,18989.5,19988,21717.5,23046.5,25257,26387,26037.5,24520.5
인천광역시,여자,59세,8549.5,9897.5,9817,8683,8266,8744,10452.5,11171,11004,10940,10170,12090,14044.5,14745.5,17683,19006.5,19977.5,21688.5,23000,25191.5,26243.5,25949.5
인천광역시,여자,60세,8325.5,8520,9847.5,9749,8602,8255,8752,10453.5,11195.5,10996,10913.5,10189,12152.5,14097.5,14756.5,17704,19022.5,19911.5,21608,22911.5,25037,26123
인천광역시,여자,61세,8336,8295.5,8480,9787,9683,8587,8276.5,8808.5,10523,11226,11015,10951,10225.5,12188.5,14127.5,14785.5,17708,18995,19850.5,21535.5,22799.5,24966.5
인천광역시,여자,62세,7855,8294,8272,8464,9728,9667,8623.5,8315.5,8803,10508.5,11187,11038,11040.5,10254,12171,14107.5,14774.5,17648.5,18917.5,19758,21403.5,22730.5
인천광역시,여자,63세,7587.5,7838,8273.5,8222,8428.5,9709,9629,8603,8309,8792,10486,11212,11084.5,11045.5,10257.5,12203.5,14116.5,14715.5,17566,18846,19698,21333
인천광역시,여자,64세,7514,7555.5,7784.5,8208.5,8173,8388.5,9711.5,9661.5,8621,8323,8778.5,10484.5,11251,11141.5,11077.5,10283.5,12208.5,14066.5,14683,17545,18783,19624
인천광역시,여자,65세,7123.5,7478,7511.5,7722,8137,8132,8406,9756,9710,8650,8303,8771.5,10528.5,11320.5,11213.5,11127.5,10292.5,12222,14103.5,14662.5,17455,18719
인천광역시,여자,66세,6639.5,7067,7426.5,7455.5,7660.5,8100.5,8126,8423,9798,9717.5,8598,8273.5,8783.5,10568.5,11335,11198,11120.5,10295,12214.5,14105,14652,17437.5
인천광역시,여자,67세,6373.5,6587,6995,7339,7372.5,7627,8114.5,8157.5,8436.5,9786.5,9667,8589,8322,8821,10584.5,11352,11206.5,11101.5,10275.5,12187,14047,14629
인천광역시,여자,68세,5840.5,6250.5,6477.5,6892,7239,7335,7646,8163,8181.5,8413.5,9731,9622,8591,8329,8804.5,10569,11355.5,11209,11086.5,10223.5,12126.5,14007
인천광역시,여자,69세,5534.5,5778,6170,6342.5,6764,7176,7325.5,7638,8126.5,8118.5,8372,9731.5,9638.5,8595,8319,8795,10557.5,11332,11175,11042,10177,12085.5
인천광역시,여자,70세,5481.5,5459,5694,6081.5,6276.5,6743,7187.5,7318.5,7605,8087.5,8056,8325.5,9743,9642.5,8570.5,8295.5,8762.5,10520.5,11267.5,11076,10970,10139
인천광역시,여자,71세,5135,5339,5345.5,5592,5966.5,6184.5,6680,7139.5,7291,7569,8018,7987,8281,9693,9578,8522.5,8279.5,8750,10513.5,11260,11046.5,10929.5
인천광역시,여자,72세,4738,5058.5,5274.5,5256,5494.5,5877.5,6135.5,6669,7087.5,7190,7494.5,7974.5,7936.5,8224,9611.5,9521.5,8491,8240,8709.5,10449.5,11190,10989
인천광역시,여자,73세,4302,4635,4923.5,5121.5,5125,5420,5802.5,6058.5,6583,6986,7098.5,7400,7903,7890.5,8181.5,9570.5,9475,8440,8196,8651,10369.5,11131.5
인천광역시,여자,74세,3955,4170.5,4496,4765,4988.5,5025.5,5342,5752,5970.5,6458.5,6883,7020,7329.5,7854,7845.5,8140,9533.5,9428,8393.5,8145,8591,10310
인천광역시,여자,75세,3729,3833,4026,4362.5,4661,4892.5,4931,5261.5,5683.5,5900.5,6351,6790.5,6955.5,7249,7771.5,7784.5,8073,9441.5,9352,8327.5,8057.5,8523
인천광역시,여자,76세,3553.5,3635.5,3728.5,3889,4207,4518.5,4770,4832.5,5167.5,5547.5,5762.5,6263.5,6710,6860,7157,7698.5,7727.5,8005.5,9362,9255.5,8228.5,7971.5
인천광역시,여자,77세,3399,3401,3480,3560,3747.5,4109,4420.5,4673.5,4742,5054,5411.5,5664,6208.5,6637,6758.5,7056,7592,7601,7901.5,9242,9120,8121
인천광역시,여자,78세,2955.5,3242.5,3215,3309.5,3411.5,3609.5,3989,4284,4542.5,4605,4921.5,5302.5,5576.5,6120,6525,6625.5,6926.5,7464.5,7476,7791.5,9108.5,8992
인천광역시,여자,79세,2476.5,2814.5,3078,3047,3148,3267.5,3482.5,3864.5,4160.5,4415.5,4452.5,4750.5,5142,5437.5,5980,6394.5,6507.5,6772,7293,7331.5,7651.5,8964.5
인천광역시,여자,80세,2151.5,2331.5,2632.5,2880.5,2877.5,2993,3110,3363,3764.5,4024.5,4277,4330.5,4612,5014,5315,5821,6232.5,6332.5,6588.5,7121,7158,7499.5
인천광역시,여자,81세,1839,1990,2162,2449.5,2697,2708.5,2831.5,2968.5,3214.5,3610,3885,4137,4194,4476,4873.5,5161,5637.5,6039.5,6161.5,6414.5,6932,6960
인천광역시,여자,82세,1720,1713,1844,2010.5,2278.5,2518,2561.5,2688.5,2803.5,3033,3418.5,3723,3997.5,4046.5,4298,4690.5,4984.5,5455.5,5852,5955.5,6194.5,6719.5
인천광역시,여자,83세,1549,1585.5,1560,1693.5,1845,2096,2344.5,2399,2533,2656,2894,3271.5,3569,3805,3848.5,4118,4496,4776,5227.5,5622,5737,5987
인천광역시,여자,84세,1288.5,1413,1419.5,1409,1540,1697,1940.5,2177.5,2248.5,2379,2507,2722,3084.5,3379.5,3599,3662.5,3933.5,4299,4565.5,4994,5362.5,5494
인천광역시,여자,85세,1039.5,1159,1265,1280.5,1286.5,1415,1558.5,1795,2026,2086.5,2209.5,2337.5,2557.5,2896,3178,3398,3444.5,3702,4064.5,4315.5,4736,5107
인천광역시,여자,86세,852,919,1026,1112.5,1133.5,1154.5,1272,1416,1641.5,1863.5,1944.5,2047,2152,2364,2693.5,2967,3169.5,3242,3479,3794,4049.5,4458
인천광역시,여자,87세,739.5,758,806,899.5,992.5,1022,1045,1149.5,1282.5,1497.5,1702.5,1771.5,1874.5,1982.5,2184,2502,2751,2931,3001.5,3236.5,3535,3772
인천광역시,여자,88세,617.5,637,638.5,692.5,771,865,901.5,914,1024,1162.5,1353.5,1536.5,1613,1707.5,1811.5,2005,2278.5,2506,2692.5,2791.5,3007.5,3268
인천광역시,여자,89세,491,533.5,537.5,550.5,596.5,657,753,802,820,910.5,1032,1208.5,1363.5,1421,1516,1623.5,1808.5,2058.5,2271,2453.5,2558.5,2759
인천광역시,여자,90세,374.5,415,444.5,441.5,463,517,560,658.5,706.5,715.5,811,928,1085.5,1209.5,1242,1342,1456,1617,1827,2024,2200.5,2298.5
인천광역시,여자,91세,288,307,350.5,374,367.5,389,427.5,466,569.5,618.5,605,683.5,805,936,1056,1092.5,1167,1275.5,1410.5,1598.5,1781,1941.5
인천광역시,여자,92세,226.5,226.5,243,273.5,297,313,328.5,349,392.5,485.5,519.5,515,570,678,798.5,876,929,1019.5,1095.5,1218,1379,1526
인천광역시,여자,93세,167,181,184,194,216,244.5,253,261,280.5,317.5,402.5,440,437.5,489.5,585,673,736.5,790.5,859.5,923,1040,1187.5
인천광역시,여자,94세,101,129.5,141,142.5,153.5,172.5,196,203.5,213.5,228.5,258,334,362.5,361.5,415,495.5,567,613,642.5,707,775.5,879
인천광역시,여자,95세,75.5,81.5,100,112,112.5,116,135.5,161,169.5,176.5,189,205.5,264.5,297,293.5,335,403.5,456.5,494,526,586,641.5
인천광역시,여자,96세,54,53.5,53.5,70,84.5,86,90.5,111,128.5,133.5,146.5,157,163,208.5,240,231,253.5,313,365,400.5,431.5,473.5
인천광역시,여자,97세,39,38.5,39,38.5,51,66,64.5,65.5,81.5,95.5,99.5,108.5,117.5,129.5,170.5,191,181.5,196.5,244.5,292,317.5,340.5
인천광역시,여자,98세,31.5,28,27,29,27.5,32.5,44,50.5,48,59,73,77.5,87.5,91.5,98,124.5,146,145,152,197.5,232,243
인천광역시,여자,99세,24,23,20,18.5,23,21,25,35.5,37,34.5,43.5,55.5,60,66.5,72,76.5,95,114.5,107,113,153,178
광주광역시,남자,0세,10160,9689.5,8402.5,7883,7540,6861,6657.5,7079,7084.5,6688,6774.5,6971,7075,6771,6337,6257.5,5939,5369.5,4848,4377,3861.5,3785.5
광주광역시,남자,1세,10575.5,10689,10195,8777.5,8264,7924,7202.5,7064,7537,7578.5,7154,7239,7417,7535,7194,6665,6562,6256.5,5713,5146,4622.5,4140.5
광주광역시,남자,2세,11081,10611.5,10757,10210,8798,8353,7971.5,7264.5,7123.5,7643.5,7740.5,7297.5,7375.5,7546,7667.5,7287,6747,6678,6415,5845.5,5250.5,4757
광주광역시,남자,3세,11443.5,11126.5,10722,10807.5,10238.5,8856.5,8427.5,8106,7355,7234,7816,7867.5,7372.5,7462.5,7629.5,7719,7320.5,6813.5,6787,6511.5,5937.5,5350.5
광주광역시,남자,4세,11763.5,11523,11253,10788.5,10844.5,10323.5,8926.5,8472.5,8153.5,7454,7338.5,7908,7951.5,7454,7532.5,7671,7751.5,7388,6872.5,6861,6603,5993
광주광역시,남자,5세,12127.5,11862,11643.5,11329.5,10870.5,10941.5,10428.5,9006,8513.5,8285,7600,7412.5,7948.5,7985,7512.5,7581.5,7677.5,7767.5,7439.5,6936.5,6918,6634
광주광역시,남자,6세,12204,12275,12079.5,11847,11497,11053.5,11143.5,10637,9194,8709,8500,7782.5,7560,8100,8129,7632.5,7660.5,7758,7882.5,7577,7036,6989.5
광주광역시,남자,7세,12094,12256,12366.5,12101.5,11847.5,11543.5,11092.5,11183.5,10659,9215,8763.5,8543.5,7782.5,7547.5,8102.5,8106,7581.5,7627,7712,7835.5,7546,6994.5
광주광역시,남자,8세,11837,12153,12323,12400.5,12135,11937.5,11613.5,11165,11249,10716.5,9290.5,8829,8579,7806,7547.5,8086,8081,7550,7588,7675,7814.5,7534.5
광주광역시,남자,9세,10994,11926,12325.5,12412.5,12435.5,12210.5,11996.5,11698,11244.5,11333,10818.5,9373,8870.5,8587,7821.5,7562,8072,8066,7546,7593.5,7680.5,7810
광주광역시,남자,10세,10260.5,11085,12066.5,12436.5,12483.5,12541,12309.5,12070.5,11777,11349,11396,10849.5,9416,8898.5,8603.5,7836.5,7555,8051.5,8042.5,7522.5,7582.5,7668
광주광역시,남자,11세,10093.5,10405,11262.5,12252.5,12591.5,12628.5,12651,12412.5,12169.5,11878.5,11450,11481,10901.5,9442.5,8909,8599.5,7823,7550.5,8037.5,8024,7509.5,7560.5
광주광역시,남자,12세,10099.5,10296,10652,11486,12423.5,12710.5,12730.5,12771,12532,12306,12020,11565,11568,10960,9469.5,8916.5,8594.5,7822.5,7539.5,8032.5,8033,7509.5
광주광역시,남자,13세,10017.5,10140,10361.5,10684,11477.5,12405,12686,12727,12785,12576.5,12385.5,12059.5,11534.5,11540,10943,9437.5,8868.5,8543,7773,7514.5,8015.5,8008
광주광역시,남자,14세,10380,10077.5,10219.5,10409,10707,11489,12388.5,12662,12728.5,12807,12585.5,12391.5,12058,11544,11542.5,10931.5,9413.5,8843.5,8534,7772,7516.5,7992.5
광주광역시,남자,15세,10988.5,10453.5,10163.5,10262.5,10423,10718.5,11449,12342,12665.5,12755.5,12829.5,12576,12359.5,12059,11537.5,11518.5,10921.5,9420.5,8817.5,8487,7753.5,7497.5
광주광역시,남자,16세,11850,10846,10346,10032.5,10108.5,10296.5,10584.5,11304.5,12215.5,12577,12647.5,12723.5,12508,12276.5,11932.5,11426,11428.5,10839,9332.5,8733,8436.5,7691.5
광주광역시,남자,17세,13199,11799.5,10842.5,10328,9992.5,10075,10230,10525,11274,12214.5,12564.5,12623,12685,12469.5,12266.5,11923.5,11387,11365,10788,9309,8719.5,8418
광주광역시,남자,18세,13740.5,13099,11741.5,10765.5,10240,9925.5,9982.5,10145.5,10465,11222.5,12149,12484,12559.5,12623,12425,12201,11838.5,11320.5,11305,10753.5,9253.5,8660.5
광주광역시,남자,19세,13467.5,13677.5,13063,11665.5,10677,10155.5,9794.5,9837.5,10028.5,10368.5,11097,12027,12379,12411.5,12423.5,12206,11996.5,11642,11108,11049.5,10519.5,9088.5
광주광역시,남자,20세,13128,13278.5,13514.5,12950,11569,10601,10058.5,9720,9808,9978.5,10316.5,11082,11992,12340,12408.5,12440,12200,11955,11594.5,11066.5,11020.5,10500.5
광주광역시,남자,21세,12340.5,13037.5,13208.5,13389.5,12817.5,11510,10502.5,9981.5,9688,9732,9897,10251,11002,11886.5,12239.5,12336.5,12422.5,12148,11864.5,11528,11011,10957.5
광주광역시,남자,22세,12058.5,12429.5,13144.5,13202,13354.5,12830.5,11467.5,10486.5,9980,9636.5,9636,9736,10058.5,10799,11664,11972.5,12065,12177,11900,11657.5,11329,10811
광주광역시,남자,23세,12562.5,12157,12517.5,13133.5,13152,13297,12711.5,11341.5,10367.5,9881.5,9512,9467.5,9536,9846.5,10569.5,11347.5,11635,11733,11859.5,11631.5,11428,11114
광주광역시,남자,24세,12524.5,12541,12201,12503.5,13006,12999.5,13077,12481,11126.5,10183,9731,9366,9310,9397.5,9678.5,10274,11029,11372,11448.5,11566,11414,11250
광주광역시,남자,25세,12993.5,12297.5,12479,12031.5,12118,12625.5,12646,12757,12195,10940,10015.5,9551.5,9201,9115.5,9157,9340,9961.5,10770.5,11085.5,11153.5,11295,11188.5
광주광역시,남자,26세,13566.5,12746.5,12122.5,12113,11529,11628,12171,12278.5,12413.5,11981.5,10780,9819,9355.5,8998.5,8891,8885,9070.5,9705.5,10446.5,10767,10882.5,11064.5
광주광역시,남자,27세,13460.5,13257.5,12485,11747,11673,11180,11317.5,11904.5,11993,12183.5,11789.5,10577,9597.5,9141,8758,8630,8681,8873,9488.5,10288.5,10626,10729.5
광주광역시,남자,28세,13571.5,13162,13077.5,12243.5,11391.5,11379,11009,11135,11644,11840,12078,11664.5,10410.5,9438,8979,8595.5,8492,8536,8736,9407,10226,10514
광주광역시,남자,29세,13721.5,13436,13013.5,12845,11980.5,11214,11237,10861.5,11085,11727,11854.5,12047,11588,10334.5,9381,8846.5,8467.5,8391,8440.5,8658,9317.5,10159
광주광역시,남자,30세,13262,13690.5,13410.5,12873.5,12665,11931.5,11233.5,11201,10807.5,11108,11753,11870.5,11994,11501.5,10311.5,9322,8771,8384.5,8300,8378.5,8602,9288
광주광역시,남자,31세,13184,13210,13606.5,13250.5,12763.5,12619.5,11913,11255.5,11215.5,10827,11162.5,11840.5,11866.5,11948,11477.5,10195,9204.5,8695.5,8335.5,8265,8353,8617.5
광주광역시,남자,32세,12994.5,13195.5,13175.5,13485,13114,12672.5,12584,11867,11249.5,11284,10904.5,11249.5,11858,11825,11925,11405.5,10101,9160,8661.5,8306,8232,8341.5
광주광역시,남자,33세,12636.5,12975,13118.5,13098.5,13375,13022,12634,12551,11908,11321.5,11335.5,10961,11281,11876,11826.5,11877,11343.5,10039,9078,8631.5,8309,8211.5
광주광역시,남자,34세,12525.5,12548.5,12915.5,13068,13011.5,13317,13025,12689.5,12604.5,11960,11395.5,11438,11027,11270.5,11885.5,11822,11803,11270.5,10006.5,9075.5,8606.5,8292
광주광역시,남자,35세,12125,12510,12458,12803,12970.5,12916.5,13285.5,13022.5,12670.5,12621,12017,11475.5,11496,11034,11259.5,11819,11714,11702.5,11197,9979.5,9065.5,8594
광주광역시,남자,36세,11948.5,12095,12494.5,12430,12757.5,12959.5,12943,13291,13053.5,12742.5,12732,12111,11494.5,11512.5,11076.5,11226.5,11702,11620,11676.5,11203,9986.5,9080
광주광역시,남자,37세,12011,11982.5,12086.5,12437.5,12362.5,12736,12969.5,12955,13307.5,13071.5,12805,12831,12158,11525,11556.5,11060,11167.5,11632.5,11599,11670,11189,9975.5
광주광역시,남자,38세,12164,12012.5,11956,12030,12315.5,12305.5,12773.5,12971.5,12905,13369,13182.5,12855.5,12864.5,12180.5,11524,11512.5,11000.5,11101.5,11576.5,11608,11689.5,11194.5
광주광역시,남자,39세,12802,12176.5,11987.5,11888,11918,12226.5,12309,12800.5,13016,13008.5,13480,13293.5,12932.5,12898.5,12218.5,11538.5,11466,10918.5,11047,11581,11619.5,11693
광주광역시,남자,40세,12610.5,12770,12154.5,11945,11811.5,11871,12174.5,12267.5,12827.5,13091,13114.5,13572.5,13325,12941.5,12924.5,12218,11447,11352.5,10856,11040,11583,11597.5
광주광역시,남자,41세,11342,12580,12768.5,12089,11873,11740.5,11802.5,12174,12285.5,12868,13162,13151,13554.5,13295,12935.5,12904.5,12150,11392.5,11316.5,10845,11056,11571.5
광주광역시,남자,42세,10793,11351,12591.5,12700.5,12007,11816.5,11677.5,11780.5,12189,12322,12899,13175,13172.5,13567,13324.5,12954,12848.5,12057.5,11310,11267,10809,11038
광주광역시,남자,43세,10045,10773.5,11315.5,12495,12578,11882.5,11733.5,11649,11754,12188,12359.5,12922.5,13167.5,13143.5,13512,13252.5,12855,12757.5,11965.5,11264.5,11270,10788.5
광주광역시,남자,44세,9368,10008,10731,11231,12383,12454,11779,11675.5,11619,11758.5,12172.5,12322,12884,13128,13137,13503,13215,12809,12713,11952,11251,11242
광주광역시,남자,45세,8777.5,9322.5,9947,10627,11118,12268,12346,11723,11636,11594,11752.5,12152,12279.5,12838,13088.5,13052.5,13403.5,13142.5,12759,12685,11918.5,11216
광주광역시,남자,46세,7535,8726.5,9264.5,9843.5,10485,10972.5,12124.5,12260,11686.5,11589,11558.5,11755,12117.5,12218,12768,13018,12992,13326,13094,12736,12668,11905
광주광역시,남자,47세,7374,7465,8652.5,9168.5,9729.5,10361.5,10860.5,12040,12216.5,11652.5,11557.5,11549.5,11723,12100.5,12200.5,12690,12932.5,12898.5,13227.5,13053.5,12709,12587.5
광주광역시,남자,48세,7092,7313,7413,8557,9041.5,9590.5,10222.5,10786,11983,12133.5,11606.5,11517,11478,11637.5,12012,12142,12643,12855,12809,13160.5,13010,12657
광주광역시,남자,49세,6556,6993,7212.5,7300,8430,8909,9467,10140.5,10721.5,11917.5,12072,11556,11442,11375,11549,11918.5,12020.5,12533,12771.5,12727,13102,12969.5
