행정구역,성별,연령별,2000 년,2001 년,2002 년,2003 년,2004 년,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년
강원도,남자,89세,246.5,237,261,267,276,308,361,366.5,372.5,405,385,429,550.5,594,575.5,520.5,518.5,599.5,641,682,723,771
강원도,남자,90세,207,197.5,188,208,219.5,223,251,300,302.5,311,340,326,370.5,472,506,486,439.5,441,499.5,540.5,584.5,621
강원도,남자,91세,143,171.5,160.5,151.5,168,182,182.5,194,234,237.5,251,274.5,256,302,399,418,395.5,363.5,361.5,410,453.5,498
강원도,남자,92세,95.5,117.5,138.5,127.5,123.5,132,139.5,136.5,151.5,190.5,190.5,196.5,216.5,206.5,243.5,330,357.5,333.5,298.5,292.5,327.5,371
강원도,남자,93세,69,75.5,93,106,99.5,104.5,111,111.5,106.5,117.5,149.5,149,155.5,172,161.5,190.5,259.5,280.5,266,240,233.5,266
강원도,남자,94세,46.5,52.5,57,65,78,79.5,79.5,79,82,77,82,113.5,117,121.5,136.5,124.5,146,208.5,222.5,207.5,186,179
강원도,남자,95세,25.5,33,37.5,45.5,53.5,66,64,60,58,55.5,52,61,82,86.5,92.5,100,96,121.5,174.5,179.5,164.5,146
강원도,남자,96세,10.5,15.5,22.5,28.5,33.5,40,49,47,47.5,48,44.5,39,41.5,58.5,64,70,77,73.5,92.5,129.5,140.5,131
강원도,남자,97세,9,9.5,11.5,16.5,22.5,26,28,35.5,38.5,38,36.5,32.5,27.5,33,46,47,53.5,60.5,55.5,64.5,98,111.5
강원도,남자,98세,5,8,7.5,9,13,17.5,19,21,30,29.5,27.5,31.5,26,20,24.5,33.5,36,40.5,45.5,39.5,42.5,71.5
강원도,남자,99세,4,5,6,4,4,7.5,13.5,15,17.5,25,23,19,24,22,16,17,22,25,28,30.5,28,30
강원도,여자,0세,8741,8228,7319.5,6795.5,6438.5,6029,5706,5957,6042,5733,5750.5,5805.5,5841.5,5544.5,5135.5,5193,5041.5,4511,4136,4017.5,3902.5,3676.5
강원도,여자,1세,9245.5,9152.5,8591.5,7617,7074.5,6720.5,6293.5,5949.5,6203.5,6304.5,5958,5988.5,6070,6098.5,5827.5,5384,5410,5257.5,4723,4356,4222,4066.5
강원도,여자,2세,9716.5,9236.5,9101,8526.5,7632.5,7090,6672.5,6244,5968,6262,6327.5,5953,6010.5,6103,6139.5,5894,5445.5,5433.5,5273,4772.5,4423.5,4277.5
강원도,여자,3세,9993.5,9777.5,9241,9050.5,8513.5,7606.5,7070.5,6686.5,6283.5,6041,6325.5,6362.5,6002.5,6052,6151.5,6226,5957.5,5491,5458.5,5299,4812.5,4462.5
강원도,여자,4세,9899.5,10004,9759.5,9215.5,9079,8499.5,7563,7056.5,6731.5,6335,6059,6338,6366,6019.5,6091,6184,6261,5972.5,5485.5,5488.5,5367,4877
강원도,여자,5세,9929.5,9930.5,9983.5,9669,9181.5,9085.5,8481.5,7529,7036,6744.5,6384,6084.5,6333.5,6370,6041,6127.5,6229,6294.5,5991,5524.5,5543.5,5417.5
강원도,여자,6세,9979.5,9936,9928,9939.5,9659.5,9182.5,9039.5,8464,7544.5,7070,6786,6409.5,6097.5,6358,6405,6099.5,6173,6238.5,6298,6003.5,5548.5,5596.5
강원도,여자,7세,10251,10064,9987,9884.5,9891,9624,9150.5,9040,8509.5,7591,7075,6777.5,6417.5,6117,6371.5,6435,6141,6182,6239.5,6319.5,6045,5604.5
강원도,여자,8세,10247,10244.5,10033,9922,9829.5,9834.5,9568.5,9122.5,9034,8513,7600.5,7079,6784.5,6419,6125.5,6381,6465,6167.5,6182,6250,6358,6094.5
강원도,여자,9세,9698.5,10243.5,10225.5,9926,9812,9758.5,9774,9529,9114.5,9051.5,8507,7586.5,7085.5,6778,6422,6153,6396.5,6447.5,6149,6199.5,6279,6375.5
강원도,여자,10세,9356.5,9676.5,10223,10124.5,9835.5,9749.5,9700.5,9760,9535.5,9123.5,9059,8536.5,7607.5,7086,6782.5,6424.5,6169.5,6403.5,6459.5,6158,6205,6307
강원도,여자,11세,9539,9293,9624,10110,10013,9753,9709.5,9692.5,9749,9539,9127,9053,8515.5,7601.5,7087,6776,6423.5,6142,6379,6454,6157.5,6201
강원도,여자,12세,9779.5,9484,9195,9520.5,10012,9919,9676.5,9634.5,9624.5,9704.5,9498,9092,9022.5,8489,7585,7075.5,6773,6387,6078.5,6329.5,6438,6143
강원도,여자,13세,9904.5,9737,9428.5,9110.5,9412.5,9923,9852.5,9610,9587,9592,9675,9486.5,9084,8997.5,8474.5,7565,7056.5,6760,6363,6068.5,6321.5,6416
강원도,여자,14세,10190.5,9816,9637.5,9311,9019.5,9332,9839.5,9784.5,9560,9566.5,9583.5,9675,9467.5,9053,8975.5,8473,7569,7046.5,6756.5,6367,6074,6319
강원도,여자,15세,10514,10115.5,9716.5,9487.5,9182,8925,9237.5,9747.5,9679.5,9505,9528.5,9550.5,9667.5,9448.5,9030.5,8950,8441,7541.5,7025,6735.5,6357,6067.5
강원도,여자,16세,11421.5,10455.5,10029,9590,9376,9089,8836,9160.5,9693,9656,9485.5,9527.5,9584.5,9703,9472.5,9065.5,9001.5,8496,7587,7071.5,6790,6406.5
강원도,여자,17세,13048,11338,10360.5,9905,9485.5,9290,9020.5,8793.5,9145.5,9665.5,9619.5,9480.5,9522.5,9569,9697.5,9464,9053.5,8980.5,8464.5,7559.5,7045,6777
강원도,여자,18세,13802,12892.5,11216,10242.5,9795.5,9374.5,9193,8968,8797,9150,9662.5,9667,9547.5,9584.5,9628.5,9707.5,9442,9040.5,8972,8435.5,7514,6999
강원도,여자,19세,13819,13473.5,12539,10882,9939,9499,9106.5,8973.5,8840,8808,9216.5,9970.5,10098.5,9843.5,9862,9817.5,9777.5,9466.5,9045,8986.5,8383.5,7385.5
강원도,여자,20세,13646,13463,13053,12133.5,10590,9673,9253,8884.5,8793.5,8697.5,8664,9199.5,9938,10003,9764.5,9746,9721,9696,9381,8922.5,8802,8206
강원도,여자,21세,12622.5,13053.5,12823.5,12444.5,11698.5,10229,9288,8934.5,8668,8611,8491,8488.5,9027,9686.5,9701,9496.5,9495,9459.5,9429,9115.5,8640,8489
강원도,여자,22세,11949.5,11971,12329.5,12048.5,11761.5,11071,9638,8783.5,8553.5,8363.5,8259,8156,8178,8621.5,9220.5,9215.5,9059.5,9104,9028.5,9020,8673,8159.5
강원도,여자,23세,11578.5,11219.5,11150,11443.5,11326.5,11122,10363.5,9006,8265,8093,7934.5,7862,7764.5,7725.5,8112,8591,8587.5,8502.5,8469.5,8291,8189,7878.5
강원도,여자,24세,11358,10965,10559,10526,10892.5,10757.5,10552,9855.5,8579.5,7951.5,7779.5,7572,7503,7380.5,7351.5,7737.5,8168.5,8130.5,8018,7908.5,7713.5,7644.5
강원도,여자,25세,11755.5,10899.5,10480,10064.5,10072.5,10491.5,10359,10115.5,9478.5,8324.5,7696,7493.5,7288,7225.5,7108,7070.5,7495,7927.5,7761,7569.5,7505,7403
강원도,여자,26세,12228.5,11476.5,10559.5,10045,9735.5,9742,10092.5,9984.5,9812.5,9255.5,8120,7486.5,7250.5,7027,6998.5,6925,6877.5,7278.5,7693.5,7519.5,7337.5,7371.5
강원도,여자,27세,11993.5,12034.5,11139,10166,9834.5,9551.5,9533.5,9872.5,9817,9713.5,9103,7982,7347,7104,6925,6923.5,6907,6836.5,7117,7509,7403,7268
강원도,여자,28세,12071,11844.5,11866,10926,10002.5,9731.5,9439,9444.5,9816.5,9734.5,9595,9033,7895.5,7243,7004,6791.5,6837.5,6850,6747,7067.5,7505.5,7417.5
강원도,여자,29세,12388.5,11984.5,11750.5,11632.5,10758.5,9963.5,9641.5,9292,9335,9782.5,9688,9506,8947,7810,7163.5,6949.5,6804,6901.5,6860,6724.5,7092.5,7600
강원도,여자,30세,12486.5,12353,11895,11572,11552.5,10745.5,9873,9547,9245.5,9345,9757.5,9636,9492,8924.5,7799.5,7190.5,7012,6848.5,6860,6806.5,6728,7127.5
강원도,여자,31세,12871.5,12478,12217.5,11734.5,11501.5,11482,10624,9758.5,9495.5,9249,9317.5,9722,9642,9481,8928.5,7805,7196.5,7023,6842.5,6865.5,6862.5,6781
강원도,여자,32세,12519,12886,12441,12074,11604.5,11415.5,11382,10554.5,9774.5,9549,9273.5,9340,9737,9655,9523,8983,7875,7256.5,7028,6833.5,6918,6943
강원도,여자,33세,11852.5,12523.5,12810,12297,12000.5,11561.5,11360,11357.5,10596,9831,9608.5,9325,9363.5,9765,9684,9574.5,9033,7931.5,7281.5,7052,6926.5,6994.5
강원도,여자,34세,11798.5,11863.5,12463,12659,12211,11983.5,11535,11321.5,11352.5,10662,9892,9612.5,9327,9381,9785.5,9748.5,9664.5,9101,7983.5,7353,7134.5,7017
강원도,여자,35세,11950,11826.5,11838,12344.5,12568.5,12165.5,11955,11512.5,11373.5,11443,10659.5,9890.5,9638.5,9374,9453,9866.5,9836,9742.5,9147,8050,7470,7215
강원도,여자,36세,11766.5,11901,11785.5,11686.5,12203,12494.5,12071,11905.5,11552,11415.5,11506,10735,9944,9702,9449,9551,9954.5,9887,9798,9229,8127,7560.5
강원도,여자,37세,12617,11809.5,11880,11671,11596,12141.5,12471,12122.5,11971.5,11624.5,11501,11547,10774.5,9981,9741,9507,9636.5,10036,9940.5,9872,9347,8242.5
강원도,여자,38세,14013,12574,11771,11782,11588.5,11543,12125,12499.5,12165.5,12021.5,11687.5,11579,11615,10794,9985.5,9777,9571,9677.5,10045.5,9992,9962,9463.5
강원도,여자,39세,14583,13975,12485,11652,11681,11512,11531,12142.5,12505,12198.5,12066.5,11749.5,11640,11681,10862,10019.5,9825,9616.5,9701,10112.5,10088,10093
강원도,여자,40세,14282,14563.5,13881,12339,11530,11575,11452.5,11505.5,12159,12559.5,12236,12119,11822,11688,11717,10930,10090.5,9855,9608,9715.5,10214.5,10209
강원도,여자,41세,13361,14233.5,14492.5,13733,12205,11441,11524,11445.5,11500.5,12142.5,12553.5,12229,12106.5,11813.5,11682,11728.5,10969,10133,9876,9618.5,9775.5,10341
강원도,여자,42세,12781.5,13358.5,14138.5,14342,13640,12169,11406.5,11516,11455.5,11523.5,12167,12549.5,12231,12120,11832,11718,11777.5,10969.5,10116.5,9867,9629,9826
강원도,여자,43세,12061.5,12761,13293,14018,14218.5,13590.5,12133,11370,11538.5,11509.5,11548,12184.5,12573.5,12246,12142,11836.5,11736,11795.5,10950,10126.5,9925.5,9709.5
강원도,여자,44세,11379,12043,12716.5,13200,13924.5,14136.5,13515.5,12075.5,11342,11534,11527.5,11588.5,12216,12578.5,12250.5,12148,11833,11726.5,11760,10903,10137.5,9978
강원도,여자,45세,10742.5,11381,12007.5,12631,13159,13932.5,14124.5,13500.5,12115,11392,11571,11578.5,11630,12248,12619,12282,12181.5,11877,11744,11745,10953.5,10208.5
강원도,여자,46세,9394,10737.5,11322,11899,12569.5,13113.5,13917.5,14174.5,13541.5,12150,11421,11592,11595.5,11656.5,12295,12661.5,12340,12229,11879.5,11747,11774,11005.5
강원도,여자,47세,9693.5,9405,10705,11274.5,11844.5,12517.5,13084,13909,14241,13619,12180.5,11476,11648,11634,11696,12347.5,12719,12387,12245.5,11899.5,11801,11853.5
강원도,여자,48세,8425.5,9677,9386,10665.5,11251,11844,12518,13110,13985,14306.5,13678,12257.5,11515.5,11690.5,11671.5,11720,12393,12775,12417,12290,12012,11916
강원도,여자,49세,6563.5,8435.5,9653.5,9334,10647,11231,11839,12524.5,13155,14071.5,14339,13701.5,12281.5,11529,11712.5,11680,11759,12468.5,12821,12471.5,12378.5,12120
강원도,여자,50세,6945,6571,8417,9609,9317.5,10669,11245,11879,12594.5,13205,14109.5,14395.5,13758.5,12333.5,11588,11761,11738.5,11843.5,12517.5,12862.5,12558,12464
강원도,여자,51세,7320,6934,6575.5,8399.5,9580,9313,10656,11257.5,11924,12659,13288,14203,14486,13820,12378,11660,11840.5,11801.5,11908,12574,12963.5,12693
강원도,여자,52세,7936.5,7340,6906.5,6524,8378,9580.5,9325,10693.5,11321,12008.5,12730,13362,14285.5,14574,13910,12441.5,11739.5,11944.5,11869,11958.5,12676.5,13104.5
강원도,여자,53세,7669,7952,7333,6895.5,6520.5,8382.5,9596.5,9350,10780,11425.5,12078,12806.5,13456.5,14397,14658.5,13988,12553.5,11823,12026.5,11962,12045.5,12793.5
강원도,여자,54세,7259.5,7664.5,7950.5,7326,6893.5,6535,8417,9634.5,9378.5,10837,11487.5,12157,12891.5,13488,14456,14775,14129.5,12701,11931,12113,12061.5,12169.5
강원도,여자,55세,7695.5,7284,7663,7918.5,7337,6918.5,6519,8417.5,9694.5,9472.5,10897.5,11543.5,12224.5,12983,13577,14556,14891.5,14226,12780,12012,12221.5,12182
강원도,여자,56세,8056.5,7704,7298.5,7619.5,7859.5,7307.5,6912,6548.5,8470.5,9744.5,9517.5,10982.5,11645,12293.5,13060.5,13681,14682,15039.5,14345,12857.5,12123.5,12380.5
강원도,여자,57세,8996.5,8063.5,7695.5,7252,7600.5,7885.5,7323.5,6907,6577,8527,9802,9627.5,11074,11709,12378,13147,13784.5,14767,15114.5,14446,12973.5,12286.5
강원도,여자,58세,9371,8998.5,8075,7663,7207,7574.5,7875.5,7334.5,6926.5,6593.5,8579,9862.5,9662.5,11109.5,11738,12428.5,13242.5,13885,14854.5,15210.5,14560.5,13116
강원도,여자,59세,8806,9360,8932.5,7990.5,7618,7198.5,7549.5,7873.5,7368,6969.5,6637,8643.5,9952.5,9760.5,11229.5,11831,12511,13375.5,14032.5,14950.5,15325,14729.5
강원도,여자,60세,8824,8771,9307.5,8875.5,7943,7597,7188.5,7547,7882,7387.5,7005,6664,8675,10003,9823,11318,11931.5,12616,13459,14104,15090.5,15524.5
강원도,여자,61세,8704.5,8810,8730.5,9265.5,8871,7949.5,7571,7180,7588.5,7934,7437,7063,6709.5,8700.5,10015.5,9839,11386,12035,12689.5,13508,14200,15264.5
강원도,여자,62세,8055.5,8666.5,8793,8692,9195,8814,7898,7532.5,7161.5,7575,7945,7476,7097.5,6739.5,8753.5,10066.5,9880,11434,12095.5,12744,13573.5,14320
강원도,여자,63세,7623.5,8019,8600.5,8710,8634.5,9132,8753,7864.5,7533.5,7186,7590.5,7967,7500,7135,6795.5,8799,10113.5,9952.5,11518.5,12175.5,12834.5,13704.5
강원도,여자,64세,7446.5,7592,7968.5,8518,8623,8597.5,9101,8707,7836,7531,7193,7608,7986,7494.5,7126,6783,8808.5,10138.5,9963.5,11541,12226,12917.5
강원도,여자,65세,7118,7385.5,7532,7903,8444.5,8546,8509,9023,8677,7843,7532.5,7190.5,7619.5,7999,7510.5,7142,6787.5,8785.5,10134.5,9986,11601,12282
강원도,여자,66세,6533.5,7060.5,7298,7433.5,7798.5,8347,8476,8438,8963,8656,7819,7515,7195.5,7630.5,8011,7518,7152.5,6810.5,8810.5,10146.5,10010.5,11654.5
강원도,여자,67세,5907,6464.5,7001.5,7209.5,7334,7709.5,8263,8383,8382,8951.5,8636.5,7811.5,7520,7202,7637.5,8000,7499.5,7143,6791.5,8819,10206,10065
강원도,여자,68세,5473,5839.5,6373,6888,7105.5,7229.5,7611.5,8175,8323.5,8338.5,8914,8604,7770.5,7498.5,7187,7629.5,7997,7495,7143,6793.5,8819,10200.5
강원도,여자,69세,5524.5,5396,5757,6280,6778,7014.5,7143,7523.5,8105.5,8275,8299.5,8886.5,8572,7746,7486,7175.5,7617.5,7984,7473.5,7112,6797,8843
강원도,여자,70세,5629.5,5441.5,5321,5648.5,6165.5,6667.5,6906.5,7049.5,7436,8016,8203.5,8260.5,8854.5,8536.5,7707,7446,7134,7572.5,7945,7446.5,7096,6798
강원도,여자,71세,5283.5,5529.5,5321,5194,5536,6067,6566,6813,6955,7339,7938.5,8130,8184,8790.5,8484,7689,7440.5,7106.5,7535,7902,7424.5,7083
강원도,여자,72세,4762.5,5151,5394.5,5179,5072,5418.5,5951,6440,6693,6852,7238.5,7853,8054,8109,8710,8404.5,7627,7400.5,7066,7488.5,7870,7400.5
강원도,여자,73세,4353.5,4657,5030,5263.5,5064.5,4941.5,5299.5,5836.5,6324,6592.5,6751.5,7155,7764,7970.5,8048.5,8622,8322,7580.5,7337.5,6985,7428,7838
강원도,여자,74세,4220,4220.5,4531,4902,5117,4936.5,4835,5177,5712.5,6208.5,6481,6650,7069.5,7676,7881,7943,8508,8229,7485.5,7253.5,6935,7378.5
강원도,여자,75세,3907,4058.5,4064,4392,4750.5,4964,4810,4715.5,5060,5586.5,6065.5,6358,6539,6953,7567,7781,7840,8374.5,8110.5,7403,7181.5,6874
강원도,여자,76세,3559,3769,3922,3901,4229,4594.5,4808,4672,4606.5,4960.5,5484.5,5958.5,6237,6413.5,6836,7439,7636.5,7719,8266,7992.5,7313.5,7114.5
강원도,여자,77세,3471.5,3409,3592.5,3716.5,3717,4062.5,4413.5,4617.5,4508.5,4481,4829.5,5334.5,5816,6122,6311.5,6721,7302.5,7492,7573.5,8111,7869,7204.5
강원도,여자,78세,3055.5,3305,3271.5,3431.5,3562.5,3570,3902,4257.5,4468,4372,4353.5,4705,5224,5711.5,5973.5,6139.5,6552,7145.5,7345,7418.5,7972,7758
강원도,여자,79세,2560.5,2869.5,3133,3102,3264.5,3387.5,3388,3744.5,4110.5,4317.5,4237.5,4220,4553,5060,5557,5807.5,5945.5,6365.5,6957,7165.5,7263,7841
강원도,여자,80세,2307.5,2412.5,2698.5,2924.5,2914,3083.5,3200.5,3238.5,3602,3940,4150.5,4077,4084,4426.5,4893,5371,5633.5,5788,6194,6756.5,6979.5,7098
강원도,여자,81세,2146,2148.5,2261,2529,2750.5,2745,2896,3029,3095.5,3434.5,3760,3970.5,3913.5,3935,4268.5,4701,5170,5448.5,5590,5994,6568,6785
강원도,여자,82세,2054.5,1974,1987.5,2083.5,2326,2553.5,2576,2745.5,2863,2917.5,3260,3572.5,3795.5,3755.5,3783,4095,4504.5,4962.5,5227,5379,5784,6335.5
강원도,여자,83세,1857.5,1868.5,1809.5,1828,1920.5,2145.5,2370.5,2417,2563,2679,2749,3068.5,3356,3570,3552,3577.5,3876,4298.5,4753,5004.5,5171,5572
강원도,여자,84세,1502,1670,1683.5,1628,1658.5,1759.5,1968,2184,2236.5,2377,2494.5,2574,2887,3175.5,3380.5,3355,3388,3679.5,4073,4506,4753.5,4942
강원도,여자,85세,1251.5,1363,1525,1531,1467,1497.5,1599,1792,1992.5,2035,2170,2306.5,2398,2704.5,2976,3165.5,3151,3186,3468,3858,4268.5,4492
강원도,여자,86세,1060.5,1106,1191.5,1338,1363.5,1319,1354,1434,1619.5,1814,1855,1978.5,2102,2219.5,2521,2751.5,2925,2933.5,2968,3237.5,3604.5,3998.5
강원도,여자,87세,868.5,918.5,976,1048,1175.5,1214.5,1186,1213.5,1295,1467,1645,1694,1806,1913.5,2043,2326.5,2528,2690,2698,2752,3013.5,3355.5
강원도,여자,88세,690.5,752.5,789.5,839.5,897.5,1021,1043,1018.5,1057,1149.5,1323.5,1472,1501.5,1604.5,1712,1838,2103,2295,2455.5,2448,2503.5,2769
강원도,여자,89세,514,585,643,669,699,760,880.5,903.5,893.5,919.5,1015.5,1171.5,1295,1330,1422,1542.5,1669.5,1912,2071.5,2205.5,2210,2279.5
강원도,여자,90세,421,423.5,486.5,539.5,565,589.5,646,750,783.5,782.5,796.5,884,1026.5,1145.5,1169,1249,1367,1489,1690.5,1852.5,1978,1978
강원도,여자,91세,347.5,337,330,390,438,472,502,529,626.5,671.5,659,675.5,750.5,871,992,1005.5,1065.5,1185,1302.5,1489.5,1637.5,1732.5
강원도,여자,92세,257.5,273.5,274.5,264.5,314.5,354,384.5,428,441.5,517,571,564.5,566.5,616.5,732,847,858.5,907,1010.5,1129,1297.5,1425
강원도,여자,93세,188,203,216.5,219,212.5,258,294.5,316,340.5,357.5,437,475.5,459,463.5,511.5,609,711,734.5,770,853,970,1122
강원도,여자,94세,123.5,138,152.5,165,168,169.5,206.5,232.5,249.5,270.5,291,354.5,381.5,372.5,384,420,502.5,586.5,605,633.5,703.5,823.5
강원도,여자,95세,86,86.5,104,119.5,130,136.5,133,155.5,184,199,214,233,283,305.5,297,309.5,345.5,407.5,466,485,521.5,591
강원도,여자,96세,62,66.5,66.5,80,89,95.5,101.5,97,117,146,155.5,165,181.5,217.5,239,239,248,276,319.5,359.5,383.5,419.5
강원도,여자,97세,45,43,51,51.5,62,72,76,78.5,73.5,90.5,112.5,112,119,136,165.5,183.5,182.5,193,220,244.5,268.5,297
강원도,여자,98세,36,36.5,35.5,34.5,33.5,44.5,53,59.5,62.5,60.5,72.5,87,84.5,89.5,102.5,125,138,140,146,163,186.5,213.5
강원도,여자,99세,25,26.5,24,28,28.5,27,35.5,42.5,42.5,43,46,53.5,64,60,63,78,100,107,104,112.5,126,140
충청북도,남자,0세,9720.5,9259.5,8109.5,7425.5,7197.5,6783,6472,6971,7265,7018.5,7152,7337.5,7361.5,7068,6645,6615.5,6553.5,6038.5,5474.5,5017.5,4519,4191
충청북도,남자,1세,10317,10211,9635.5,8470.5,7769,7485,7072,6809,7330.5,7566,7283.5,7441.5,7553,7574,7283,6812.5,6806.5,6715.5,6185.5,5652.5,5174,4677.5
충청북도,남자,2세,10713,10303.5,10162.5,9629.5,8477,7761.5,7532.5,7179.5,6941,7429.5,7670,7394,7438,7590.5,7649.5,7304,6806,6799,6715,6191.5,5670.5,5190
충청북도,남자,3세,11282,10714.5,10279.5,10192.5,9641,8492.5,7828.5,7621,7274.5,7013,7490,7748,7422.5,7495,7636.5,7664,7333.5,6829.5,6785.5,6712.5,6201.5,5670.5
충청북도,남자,4세,11642,11257.5,10704.5,10297,10187.5,9623.5,8514,7903,7712.5,7321,7035.5,7570.5,7767,7414,7487.5,7615,7638.5,7320.5,6830.5,6804,6745.5,6203
충청북도,남자,5세,11777,11650.5,11272,10731,10321.5,10188,9657,8589.5,7983,7787,7380.5,7090.5,7570,7789,7407,7458.5,7619,7621,7285,6823.5,6801.5,6755.5
충청북도,남자,6세,11967.5,11793,11614.5,11222,10745.5,10353,10220,9676,8618,8032.5,7845,7433.5,7075,7560,7755.5,7363,7446,7609,7604.5,7285,6828,6807
충청북도,남자,7세,12113.5,11988,11778.5,11621,11253.5,10763,10373,10293.5,9763,8672,8065.5,7870.5,7430,7096.5,7558,7736.5,7350.5,7425.5,7596,7617,7320,6865
충청북도,남자,8세,11717,12079,12000,11765.5,11571.5,11222.5,10761,10409,10332.5,9801.5,8697,8095,7876.5,7439.5,7088,7549.5,7748,7365.5,7432.5,7607.5,7643.5,7357.5
충청북도,남자,9세,11049,11690,12032.5,11967,11731.5,11541.5,11188,10766,10458.5,10361,9817,8748,8111,7887,7414,7052,7534.5,7742,7356,7445.5,7641.5,7663
충청북도,남자,10세,10446,11015.5,11648.5,12001.5,11927,11711,11547.5,11223.5,10802.5,10481,10379,9830.5,8724,8091,7877.5,7417,7059.5,7536.5,7747,7396,7493,7668.5
충청북도,남자,11세,10274,10390,10971,11604,11972,11919.5,11727.5,11577.5,11248.5,10824,10486,10412.5,9842,8741,8081.5,7834,7403.5,7056.5,7531,7754.5,7386,7471.5
충청북도,남자,12세,10331,10228,10340,10922.5,11568.5,11951.5,11923,11770,11631,11249.5,10820,10500,10393,9878.5,8757,8055.5,7805.5,7381.5,7043.5,7543.5,7768.5,7392
충청북도,남자,13세,10543.5,10289,10151,10272,10861.5,11514,11934,11939.5,11779.5,11660.5,11280,10834,10474.5,10375,9840.5,8720,8046,7820.5,7402.5,7083,7578.5,7790
충청북도,남자,14세,10810.5,10490,10266,10138,10243,10834.5,11498,11938.5,11946.5,11769,11656.5,11292.5,10798,10479.5,10377.5,9833,8722,8060.5,7823,7416,7098.5,7563
충청북도,남자,15세,11005,10770.5,10445.5,10231.5,10117.5,10210.5,10824.5,11506.5,11946.5,11935,11749,11661.5,11256,10794.5,10466.5,10337,9790.5,8707.5,8063,7850,7430.5,7084.5
충청북도,남자,16세,11683.5,10958,10705,10403,10207,10086,10190,10835,11515.5,11937.5,11942.5,11763,11621,11253.5,10783,10436,10325,9788.5,8688,8050.5,7837,7434.5
충청북도,남자,17세,12883,11647.5,10949.5,10669,10346,10166.5,10078.5,10214.5,10857.5,11527.5,11949,11950,11714.5,11608.5,11234,10750,10408.5,10313,9788.5,8682,8041.5,7838.5
충청북도,남자,18세,13634.5,12856,11613.5,10930.5,10641,10302,10144,10070.5,10221,10871,11531,11937,11887.5,11710,11601,11238.5,10766,10429,10303,9759,8654,8008
충청북도,남자,19세,13715,13634,12875.5,11616.5,10888,10593,10274.5,10127,10083,10218.5,10818,11483,11844,11849,11757,11684,11260.5,10782,10432,10307,9739,8564
충청북도,남자,20세,13701.5,13660.5,13602,12836,11549.5,10881.5,10635,10314,10160,10106.5,10254.5,10857,11501,11909,11902.5,11791,11651,11240.5,10757,10418.5,10282.5,9728.5
충청북도,남자,21세,13188.5,13676,13618.5,13549,12780,11524,10866,10633,10336.5,10200,10128,10244,10805,11493,11898.5,11896.5,11779,11644.5,11243,10767,10422.5,10265.5
충청북도,남자,22세,13000,13071.5,13516,13467,13393,12675,11466,10818,10588.5,10289.5,10153.5,10057.5,10134.5,10760,11498,11934.5,11906,11752.5,11636.5,11217.5,10656.5,10230
충청북도,남자,23세,13326.5,12819.5,12876,13306,13189.5,13164,12496.5,11309.5,10692.5,10518.5,10179.5,10035,10005,10113,10800.5,11582.5,11947.5,11919.5,11773,11593.5,11111.5,10479.5
충청북도,남자,24세,13230,13039,12467.5,12483.5,12971.5,12958,12945.5,12350.5,11260.5,10650.5,10427,10063.5,9857.5,9866,10064.5,10761.5,11499,11837.5,11899,11763.5,11411,10913
충청북도,남자,25세,13752,12773,12539.5,11953.5,12007.5,12575,12583.5,12667,12119,11000.5,10405.5,10238,9914,9706.5,9713,9911,10545.5,11282,11707.5,11768,11592,11242.5
충청북도,남자,26세,14266,13164,12215.5,11935.5,11482,11598.5,12107.5,12230,12415.5,11884,10789,10264.5,10066.5,9730,9538,9575.5,9761,10416,11262,11707,11741,11559
충청북도,남자,27세,13744.5,13678,12517.5,11599.5,11447,11079.5,11253,11788.5,11978,12204.5,11718.5,10700,10108,9913.5,9560.5,9387.5,9531,9730,10400,11281,11759,11799
충청북도,남자,28세,13541,13300.5,13176.5,12082,11273.5,11206.5,10867.5,11111.5,11717,11884,12100.5,11616.5,10553,10008,9820,9515,9305.5,9375,9701,10406.5,11273,11828
충청북도,남자,29세,13648,13232.5,12909,12770,11829.5,11060,10987.5,10738.5,11082,11688,11814,12051.5,11521,10495.5,9925,9741,9484.5,9293,9369,9696.5,10360.5,11233.5
충청북도,남자,30세,13932,13482,13006.5,12687,12602.5,11690.5,10969.5,10937,10741,11105.5,11728,11881.5,12050.5,11498.5,10449.5,9902,9696,9424,9294,9378.5,9659.5,10337
충청북도,남자,31세,14134.5,13849.5,13278.5,12792,12551,12474,11609.5,11000,11029.5,10818,11161,11786,11871.5,12029,11446.5,10412.5,9874.5,9682,9437,9324.5,9377.5,9660.5
충청북도,남자,32세,13439.5,14085,13731,13167.5,12790.5,12544.5,12508,11718.5,11141.5,11119,10816,11187,11779.5,11919.5,12060,11426.5,10434.5,9890.5,9661.5,9443,9340.5,9396.5
충청북도,남자,33세,13039,13355.5,13948,13629,13104.5,12757,12604,12647.5,11819.5,11161,11158,10917,11206.5,11794.5,11909,12012,11409,10435.5,9932.5,9698.5,9443.5,9351
충청북도,남자,34세,13066,12999,13310,13884.5,13579,13090.5,12794,12703.5,12759,11914,11243.5,11270.5,10987.5,11312.5,11841,11889.5,12018.5,11400.5,10407.5,9915,9683,9456.5
