locaiton,2021
서울특별시,605243961
부산광역시,770170750
대구광역시,883698218
인천광역시,1066465187
광주광역시,501113181
대전광역시,539503587
울산광역시,1062327677
경기도,10196731503
세종특별자치시,464918346
강원도,16829671465
충청북도,7406988695
충청남도,8246960405
전라북도,8072147335
전라남도,12358940175
경상북도,19034795138
경상남도,10541895014
제주특별자치도,1850278724
